title,genres_list,vote_average,vote_count,director,overview,tags,genres_str
Ride Along 2,"['Action', 'Comedy']",6.1,555,Tim Story,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.","action comedy police sequel policeofficer brother-in-lawbrother-in-lawrelationship blackmen kevinhart icecube oliviamunn timstory timstory timstory as his wedding day approaches, ben heads to miami with his soon-to-be brother-in-law james to bring down a drug dealer who's supplying the dealers of atlanta with product.","Action, Comedy"
The Last of the Mohicans,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",7.1,732,Michael Mann,"As the English and French soldiers battle for control of the American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are reluctantly saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.","action adventure drama history romance war secretlove mohawk nativeamerican 18thcentury frenchandindianwar danielday-lewis madeleinestowe russellmeans michaelmann michaelmann michaelmann as the english and french soldiers battle for control of the american colonies in the 18th century, the settlers and native americans are forced to take sides. cora and her sister alice unwittingly walk into trouble but are reluctantly saved by hawkeye, an orphaned settler adopted by the last of the mohicans.","Action, Adventure, Drama"
Ray,"['Drama', 'Music']",7.2,467,Taylor Hackford,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together.","drama music blackpeople soul countrymusic lossofbrother 1970s jamiefoxx kerrywashington reginaking taylorhackford taylorhackford taylorhackford born on a sharecropping plantation in northern florida, ray charles went blind at seven. inspired by a fiercely independent mom who insisted he make his own way, he found his calling and his gift behind a piano keyboard. touring across the southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together.","Drama, Music"
Sin City,"['Action', 'Thriller', 'Crime']",7.2,2691,Robert Rodriguez,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.","action thriller crime dystopia basedoncomicbook heldcaptive basedongraphicnovel blackandwhiteandcolor jessicaalba devonaoki cliveowen robertrodriguez robertrodriguez robertrodriguez welcome to sin city. this town beckons to the tough, the corrupt, the brokenhearted. some call it dark… hard-boiled. then there are those who call it home — crooked cops, sexy dames, desperate vigilantes. some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. a universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.","Action, Thriller, Crime"
Vantage Point,"['Drama', 'Action', 'Thriller', 'Crime']",6.2,716,Pete Travis,The attempted assassination of the American President is told and re-told from several different perspectives.,drama action thriller crime bomb terror spain usapresident terrorist dennisquaid matthewfox forestwhitaker petetravis petetravis petetravis the attempted assassination of the american president is told and re-told from several different perspectives.,"Drama, Action, Thriller"
"I Love You, Man",['Comedy'],6.5,515,John Hamburg,"Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""","comedy poker bondage duringcreditsstinger paulrudd jasonsegel rashidajones johnhamburg johnhamburg johnhamburg peter klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his best man. peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",Comedy
Shallow Hal,"['Comedy', 'Romance']",5.7,731,Bobby Farrelly,"A shallow man falls in love with a 300 pound woman because of her ""inner beauty"".","comedy romance overweight beauty hypnosis overweightman overweightwoman gwynethpaltrow jackblack jasonalexander bobbyfarrelly bobbyfarrelly bobbyfarrelly a shallow man falls in love with a 300 pound woman because of her ""inner beauty"".","Comedy, Romance"
JFK,"['Drama', 'Thriller', 'History']",7.5,502,Oliver Stone,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,drama thriller history assassination cia homophobia neworleans vietnamwar kevincostner tommyleejones garyoldman oliverstone oliverstone oliverstone new orleans district attorney jim garrison discovers there's more to the kennedy assassination than the official story.,"Drama, Thriller, History"
Big Momma's House 2,"['Comedy', 'Crime']",5.4,371,John Whitesell,"FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad.","comedy crime undercover nanny computervirus stress undercoveragent martinlawrence nialong emilyprocter johnwhitesell johnwhitesell johnwhitesell fbi agent malcolm turner goes back undercover as big momma, a slick-talking, slam-dunking southern granny with attitude to spare! now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad.","Comedy, Crime"
The Mexican,"['Action', 'Comedy', 'Crime', 'Romance']",5.8,441,Gore Verbinski,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.","action comedy crime romance kidnapping pistol bradpitt juliaroberts jamesgandolfini goreverbinski goreverbinski goreverbinski jerry welbach, a reluctant bagman, has been given two ultimatums: the first is from his mob boss to travel to mexico and retrieve a priceless antique pistol, known as ""the mexican""... or suffer the consequences. the second is from his girlfriend samantha to end his association with the mob. jerry figures alive and in trouble with samantha is better than the more permanent alternative, so he heads south of the border.","Action, Comedy, Crime"
